State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Buddhists,Christians,Hindus,Households_with_Telephone_Mobile_Phone_Both,Housholds_with_Electric_Lighting,Muslims,Others_Religions,Sikhs,literacy_rate,Male_literacy_rate,Female_literacy_rate,Male_ratio,Female_ratio
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,5512,25510,15422,2399901,13417,566108,275970,322,1377,54.11,57.73,42.27,49.96,50.04
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,8606,341,20463,3599372,22640,897970,443456,309,932,56.63,57.92,42.08,50.59,49.41
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,13763,253,24129,3737588,36237,944555,397870,358,867,63.92,55.65,44.35,50.08,49.92
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,22411,413,77825,4983330,52789,1297273,77777,403,738,63.8,52.21,47.79,49.86,50.14
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,19383,323,89763,4217597,53583,1186028,559770,332,764,60.57,55.22,44.78,49.93,50.07
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,149034,1268,87522,2046051,123728,869721,1713405,1929,11446,73.34,53.34,46.66,51.19,48.81
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,8831,332,24979,3491139,17534,926768,244723,115,2086,58.44,56.97,43.03,49.81,50.19
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,8628,217,33463,2595321,18744,668519,158887,539,655,58.28,55.31,44.69,49.72,50.28
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,30438,863,145598,4023678,69493,1163932,307043,906,1393,66.63,53.13,46.87,50.19,49.81
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,10081,255,33165,3328380,22698,816721,670737,434,737,52.48,58.59,41.41,50.31,49.69
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,6153,290,21345,3673456,18944,757821,334172,267,658,47.88,59.69,40.31,50.59,49.41
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,8635,554,34301,2637313,23516,604719,342449,217,1309,53.97,58.24,41.76,50.21,49.79
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,7715,241,35025,3249231,19542,789225,188646,132,937,57.36,58.01,41.99,50.44,49.56
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,5261,1847,19653,2123426,20344,545913,391596,146,2357,54.47,56.86,43.14,49.02,50.98
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,6151,97,18775,3150195,18557,763746,220654,206,266,56.05,58.16,41.84,50.47,49.53
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,3988,77,18879,2666950,18598,615432,9025,106,193,55.32,57.36,42.64,49.64,50.36
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,4453,114,17853,2299129,16052,527736,16423,183,380,52.82,57.13,42.87,49.54,50.46
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,12952,253,31377,3273755,25094,828077,197333,126,1453,58.79,57.13,42.87,50.09,49.91
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,12050,209,109120,3733191,43490,1017568,86142,211,288,67.37,52.0,48.0,49.91,50.09
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,170,50381,35969,47683,963,14593,2134,11738,94,49.37,60.17,39.83,51.91,48.09
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,57,452,37136,12333,538,5318,652,27868,36,48.86,56.18,43.82,49.28,50.72
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,450,776,18254,27854,1244,14231,2289,49393,69,63.07,54.67,45.33,50.51,49.49
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,95,121,51189,4859,174,3911,471,34158,43,39.76,55.34,44.66,49.22,50.78
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,312,24452,10684,99020,1121,17157,3846,7277,210,57.0,58.25,41.75,52.3,47.7
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,207,2932,9213,28915,595,5932,2247,10393,33,58.89,56.79,43.21,51.87,48.13
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,381,193,34402,9551,1598,12493,1482,37085,27,65.11,54.52,45.48,50.4,49.6
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,2477,4768,84397,57027,3186,30539,6148,22586,310,68.55,54.35,45.65,50.51,49.49
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,96,34920,776,11842,955,8635,787,349,1164,52.17,67.96,32.04,58.33,41.67
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,98,778,83361,20682,456,16026,1103,5325,61,42.84,61.1,38.9,51.44,48.56
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,97,2577,5643,5261,502,6198,411,20967,27,51.51,58.93,41.07,52.94,47.06
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,139,297,8779,13474,609,5373,521,59449,28,54.26,54.79,45.21,50.04,49.96
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,202,36087,8466,31265,867,14188,1970,5556,328,57.77,60.97,39.03,54.98,45.02
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,303,3311,29969,15881,1623,14204,2218,60005,577,57.67,56.8,43.2,51.81,48.19
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,2078,49,1020,492966,3629,84804,1198036,14,112,52.97,55.63,44.37,51.19,48.81
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,2523,236,5924,359145,4536,49866,371033,9,384,58.75,54.62,45.38,50.87,49.13
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,5316,341,37635,1038985,9814,140205,654816,98,280,67.61,54.5,45.5,51.04,48.96
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,1166,57,1688,327322,1703,45444,597392,19,431,52.45,55.16,44.84,51.19,48.81
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,1192,911,8711,655052,1624,28195,13475,6315,297,61.65,56.2,43.8,51.19,48.81
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,8817,4673,52968,1198401,9849,136685,64526,46,2261,66.69,55.55,44.45,51.0,49.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,1364,194,77862,347878,2916,78641,579929,103,771,55.9,53.99,46.01,50.91,49.09
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,3073,3863,50582,917426,4938,82345,90312,1347,1131,67.65,54.93,45.07,50.91,49.09
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,1211,490,8480,251194,2479,44143,397653,636,84,61.79,55.68,44.32,51.25,48.75
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,5651,2378,21051,1008219,6457,122063,54684,578,1540,72.78,54.39,45.61,50.98,49.02
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,3109,185,33297,877495,4553,122191,601784,55,319,65.59,55.28,44.72,51.3,48.7
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,1923,6260,157789,766000,3885,53918,20290,3568,370,58.27,56.4,43.6,51.26,48.74
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,1933,446,11990,521962,6343,70951,692489,110,114,64.73,54.81,45.19,50.94,49.06
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,1218,1718,101091,529068,2227,41373,252271,123,93,55.16,56.25,43.75,51.05,48.95
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,1948,1074,46217,797130,3089,60296,193476,2410,412,65.59,54.95,45.05,50.83,49.17
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,5121,1073,26844,1225246,13973,195631,1563203,61,3036,60.58,53.89,46.11,50.96,49.04
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,1631,27,429,491582,2571,68313,277488,9,62,68.91,55.13,44.87,51.32,48.68
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,4358,5088,138166,1422824,8760,133368,350536,221,1363,57.61,55.98,44.02,51.14,48.86
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,5135,16228,76877,1181347,8234,161718,48373,395,1999,60.12,56.8,43.2,51.22,48.78
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,2561,187,4116,1593525,6631,43290,1207442,63,371,42.53,60.85,39.15,52.05,47.95
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,2362,334,2218,2291133,5268,44456,237353,19,295,57.71,59.26,40.74,51.92,48.08
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,23258,309093,15991,2545438,37266,589477,786677,1005,5142,67.65,57.15,42.85,51.99,48.01
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,2362,334,2218,2291133,5268,44456,237353,19,295,57.71,59.26,40.74,51.92,48.08
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,23258,309093,15991,2545438,37266,589477,786677,1005,5142,67.65,57.15,42.85,51.99,48.01
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1704,113,6138,1772655,3983,62359,250925,1035,139,47.44,61.22,38.78,52.45,47.55
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,4644,229,2209,2554330,10447,120373,407348,57,402,52.13,59.31,40.69,52.77,47.23
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,6764,180,3556,2487866,10349,174534,537098,32,415,51.78,59.61,40.39,53.19,46.81
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,3661,647,2165,2518216,9622,62153,197819,48,544,58.61,60.88,39.12,52.43,47.57
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,1784,5090,2125,1591454,4408,46760,105423,57,248,58.01,59.97,40.03,52.04,47.96
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,6280,245,3534,3042729,15973,127442,881476,101,832,46.14,61.96,38.04,52.32,47.68
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,6856,870,3943,3876395,10951,112617,488121,108,913,52.32,59.58,40.42,51.61,48.39
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,3707,167,2463,2119262,6263,69375,436057,28,271,53.98,57.4,42.6,49.48,50.52
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,1839,159,8443,1525746,3712,32633,217621,3438,162,48.77,62.24,37.76,52.04,47.96
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,1106,248,691,1045117,2527,27641,75742,58,148,55.0,60.5,39.5,52.04,47.96
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,2941,212,8659,1684589,8052,60900,1365645,2141,2754,41.69,59.54,40.46,52.11,47.89
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,1580,79,1253,1486989,4837,40641,175588,115,143,46.08,60.04,39.96,53.02,46.98
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,1093,183,5783,531236,4035,58718,1149095,28,398,44.08,59.05,40.95,51.29,48.71
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,1186,52,487,956396,2517,44491,40886,52,140,50.68,60.16,39.84,52.59,47.41
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1397,60,1342,1753829,5387,23236,241760,81,170,41.69,62.03,37.97,52.33,47.67
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,5319,328,3262,3652168,14946,113281,818912,169,564,48.03,62.18,37.82,51.91,48.09
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,2653,95,1815,1252319,4853,90461,110416,61,338,58.62,59.08,40.92,53.3,46.7
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,10290,288,5149,4032773,18286,180651,745546,98,933,52.26,59.27,40.73,52.64,47.36
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,4156,414,1978,2669775,9650,101378,198033,64,393,52.82,60.5,39.5,52.02,47.98
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1841,176,1299,1964620,4704,31162,244394,80,250,49.16,60.45,39.55,51.58,48.42
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,3495,1337,8469,3047427,11474,57546,865090,1895,926,44.71,62.02,37.98,52.38,47.62
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,40692,1062,12551,5356075,33562,546859,439952,203,4803,59.26,58.62,41.38,52.73,47.27
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,7719,878,4865,4086453,13855,74979,990349,104,668,44.65,61.82,38.18,52.58,47.42
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,4170,353,7989,1989420,7568,86058,1255641,650,614,40.81,60.44,39.56,52.05,47.95
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,4594,1584,2889,2645415,8169,114893,300487,537,2569,60.81,58.99,41.01,52.15,47.85
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,1668,60,1292,1629254,5700,41342,266620,8,197,42.35,62.9,37.1,52.46,47.54
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,5379,292,2126,3800598,11807,88021,452370,112,554,50.28,60.37,39.63,52.33,47.67
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,4509,229,2330,3534772,9488,94787,406449,107,371,54.59,59.6,40.4,51.19,48.81
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,631,41,313,596102,2362,20065,37653,31,75,51.65,59.76,40.24,51.82,48.18
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,478,73,522,552492,1669,10004,99342,44,216,43.23,60.5,39.5,52.83,47.17
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,3460,253,2897,2672311,9864,66263,740101,20,261,41.97,61.61,38.39,52.67,47.33
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,3834,407,2618,2712635,8090,52935,608282,86,369,57.96,57.81,42.19,50.3,49.7
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1845,136,3758,1809936,5441,51028,409251,42,271,46.35,62.68,37.32,51.83,48.17
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,4810,362,2203,3152346,9675,70001,333980,71,707,55.13,59.82,40.18,52.78,47.22
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,44283,1160,8720,852574,47345,231204,51447,246,138329,76.31,57.78,42.22,55.02,44.98
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,1782,985,27951,1277975,4160,157646,12413,86925,2099,46.06,58.74,41.26,49.43,50.57
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,1574,113,236,371973,12284,79146,6984,7,2387,75.3,54.1,45.9,50.47,49.53
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,8566,2979,20745,2540763,10847,519704,57973,29122,6373,59.94,58.41,41.59,50.74,49.26
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,1574,113,236,371973,12284,79146,6984,7,2387,75.3,54.1,45.9,50.47,49.53
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,8566,2979,20745,2540763,10847,519704,57973,29122,6373,59.94,58.41,41.59,50.74,49.26
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,1016,667,2644,777188,3257,148926,10425,3685,1196,68.37,55.58,44.42,49.75,50.25
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,16141,19587,24304,3129745,27295,614109,83499,42569,24276,68.88,55.77,44.23,50.3,49.7
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,567,467,189588,629509,1575,76783,15336,14835,474,58.17,56.65,43.35,49.87,50.13
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,4544,897,21059,1133176,6042,202380,30195,15649,3666,62.05,57.88,42.12,50.8,49.2
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,1667,84,9398,604259,2753,80023,25878,15474,1391,60.38,57.8,42.2,50.8,49.2
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,961,521,5284,1008061,1915,212487,12570,1417,2941,61.77,57.07,42.93,49.57,50.43
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,3342,781,47653,1422986,5312,297308,17332,1782,2117,63.7,57.03,42.97,50.22,49.78
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,38570,121791,17452,2239370,87201,547206,227465,1159,7477,73.65,54.62,45.38,51.03,48.97
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,3342,781,47653,1422986,5312,297308,17332,1782,2117,63.7,57.03,42.97,50.22,49.78
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,38570,121791,17452,2239370,87201,547206,227465,1159,7477,73.65,54.62,45.38,51.03,48.97
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,20261,8397,23181,3881485,25785,728556,103038,10680,16707,64.71,56.78,43.22,50.4,49.6
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,2737,1287,97432,2126195,5868,253131,81442,48295,2303,50.34,58.48,41.52,50.56,49.44
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,1316,216,2618,171537,1888,49249,16087,79,169,78.64,69.38,30.62,65.21,34.79
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,6628,1291,2586,2397056,26859,498326,334858,77,1110,67.18,56.81,43.19,51.2,48.8
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,6628,1291,2586,2397056,26859,498326,334858,77,1110,67.18,56.81,43.19,51.2,48.8
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,23440,553,134169,622213,39555,173951,57941,166,618,81.06,53.05,46.95,50.94,49.06
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,17624,542,231961,341664,35584,138810,63623,92,855,78.44,52.56,47.44,50.34,49.66
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,126341,4518,50754,6042416,195632,1456046,883238,2055,14542,75.35,55.66,44.34,52.51,47.49
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,2538,243,919,1410463,14618,273331,99105,40,415,65.74,56.07,43.93,50.92,49.08
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,9902,267,29789,1798794,34679,378310,250919,142,1524,74.13,56.37,43.63,51.95,48.05
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,3424,281,1686,2890305,16407,396873,213505,83,486,54.64,61.49,38.51,51.61,48.39
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,10257,442,9494,1188204,26021,309091,343511,342,1733,72.1,55.71,44.29,51.95,48.05
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,7297,445,3457,2632574,23109,500757,212863,127,1410,65.52,57.62,42.38,51.74,48.26
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,12107,497,3237,1319586,23010,262539,57273,82,1985,74.04,56.54,43.46,52.01,47.99
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,11573,1086,4392,1810443,27937,386538,320805,136,1873,64.65,56.94,43.06,51.58,48.42
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,9631,490,6192,1608921,26105,403294,442355,98,6353,59.85,59.03,40.97,52.42,47.58
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,5710,300,26629,2000884,23201,372226,264482,82,1403,72.19,56.77,43.23,51.56,48.44
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,7759,146,1954,1885732,30438,385609,136431,88,1082,73.84,56.4,43.6,51.92,48.08
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,576,80,4413,559848,3170,101940,22600,2078,147,62.74,57.18,42.82,51.01,48.99
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,6726,601,5733,1225087,25731,267679,78669,2823,2459,75.35,53.84,46.16,51.0,49.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,3456,337,2863,2220974,13708,398937,158513,131,662,60.27,59.55,40.45,51.32,48.68
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,2231,66,916,1194745,11039,223424,142797,66,337,62.36,59.03,40.97,51.68,48.32
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,1653,91,500,549749,6722,117040,33565,38,248,67.24,56.29,43.71,51.28,48.72
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,21785,1170,5478,3397406,62685,747352,361388,269,1918,71.63,55.56,44.44,51.9,48.1
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,5262,168,6375,2260560,37559,438606,148563,52,614,65.01,58.19,41.81,51.23,48.77
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,55694,12902,21052,5260193,100342,1252452,660772,3920,5703,75.17,58.79,41.21,55.95,44.05
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,2975,312,1419,1620282,10457,302068,109681,128,512,62.27,58.82,41.18,51.81,48.19
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,137,32,20029,203545,1121,29794,3593,560,69,61.75,54.85,45.15,49.86,50.14
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,53606,2069,23813,3713941,83851,798277,384579,1124,9340,69.45,55.79,44.21,51.7,48.3
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,11020,913,19661,1571147,22085,329218,94034,1417,1589,68.63,56.0,44.0,52.02,47.98
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,12899,381,3705,955096,30024,199681,22143,110,138202,72.5,56.39,43.61,53.06,46.94
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,5292,254,873,1611031,11502,266244,15515,26,2401,65.46,60.12,39.88,53.03,46.97
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,43437,640,9743,1588407,42136,333171,161680,249,34572,70.33,57.74,42.26,53.38,46.62
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,3210,171,996,779243,10912,153301,8360,530,150969,59.19,58.73,41.27,52.59,47.41
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,67087,944,9725,1408801,53812,305751,70842,254,15097,73.37,57.48,42.52,53.93,46.07
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,10132,334,1945,1701061,16651,285004,21650,33,12270,63.9,60.14,39.86,53.42,46.58
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,5034,105,734,945693,10748,168558,8247,22,1042,70.54,59.09,40.91,53.7,46.3
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,5263,172,889,1276669,14045,222462,23016,56,29103,62.42,60.29,39.71,53.44,46.56
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,3724,265,1769,974520,8646,187349,8232,70,87558,60.18,59.67,40.33,53.15,46.85
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,11163,532,2049,1341002,17819,267223,31650,49,126207,64.97,57.72,42.28,52.99,47.01
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,7356,214,1943,805175,18061,171908,15970,106,140395,67.06,57.32,42.68,52.97,47.03
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,2624,75,301,913251,9313,135455,5660,15,1737,68.35,60.36,39.64,52.78,47.22
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,18615,1008,2583,490702,23673,103455,23451,90,40951,72.21,56.71,43.29,53.39,46.61
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,10024,289,2261,1083936,13262,209965,86622,99,25064,65.25,59.01,40.99,53.66,46.34
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,5121,202,701,889133,14923,152651,5713,12,1804,70.75,58.95,41.05,52.68,47.32
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,8482,200,732,1043887,13922,193120,8185,24,3916,70.45,58.32,41.68,53.57,46.43
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,6287,370,2186,940255,17622,215527,9524,624,338962,60.45,58.37,41.63,52.7,47.3
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,1615,1740,1559,479782,6783,96082,32455,14,2745,62.39,57.46,42.54,50.34,49.66
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,2521,95,243,449412,19528,104120,3711,9,591,78.74,50.42,49.58,47.73,52.27
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,1196,74,814,1010014,2839,55929,91269,273,196,59.16,62.47,37.53,53.75,46.25
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,95,243,449412,19528,104120,3711,9,591,78.74,50.42,49.58,47.73,52.27
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,74,814,1010014,2839,55929,91269,273,196,59.16,62.47,37.53,53.75,46.25
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,8053,14511,3023,1461140,43145,330081,19797,208,8929,76.33,52.61,47.39,49.71,50.29
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,354,18086,485,64732,2660,17865,448,45,249,72.16,60.46,39.54,54.98,45.02
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,2623,15377,1568,415669,9049,91322,2974,83,1396,70.26,56.73,43.27,51.48,48.52
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,5333,2628,876,981412,31335,214491,9460,86,4081,72.39,54.39,45.61,49.82,50.18
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,9177,3262,2025,791449,28920,172754,11810,197,4047,75.26,55.96,44.04,52.22,47.78
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,2220,2645,577,476830,7787,91509,33215,86,15501,68.44,56.7,43.3,52.14,47.86
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,5250,574,1452,548579,22025,119866,14678,110,13926,73.85,57.02,42.98,53.2,46.8
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,2412,56,390,480138,12776,105929,14275,10,26009,76.7,53.36,46.64,50.6,49.4
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,596,21,472,187621,1371,61831,220614,42,422,53.44,63.27,36.73,52.12,47.88
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,19905,470,12104,1289240,40739,294739,107489,321,114272,74.32,56.45,43.55,53.19,46.81
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,235,20126,604,10341,1930,15824,108239,4,1171,61.25,65.29,34.71,55.24,44.76
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,1443,24,1828,540063,7679,109422,64234,2,9551,63.14,58.71,41.29,52.9,47.1
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,1537,35,1109,13840,5863,73629,535159,18,9440,52.45,60.66,39.34,52.29,47.71
